accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,model,train_time,params
0.849,0.8670808837625699,0.7295918091894084,0.7777433309497712,0.8412742745960614,TF-IDF + LR,1.9955403804779053,0
0.8975,0.8742096975172484,0.860165794463684,0.8667455154271977,0.8969126599667654,TF-IDF + SVM,0.7120018005371094,0
0.673,0.8670474790501493,0.42558589283411724,0.4313925956496074,0.6073650466402203,TF-IDF + NB,0.015039443969726562,0
